Transcript stable ID
ENSVPAT00000001968
ENSVPAT00000001968
ENSVPAT00000001308
ENSVPAT00000001562
ENSVPAT00000006160
ENSVPAT00000006160
ENSVPAT00000009008
ENSVPAT00000002073
ENSVPAT00000012383
ENSVPAT00000007744
ENSVPAT00000007744
ENSVPAT00000007744
ENSVPAT00000012290
ENSVPAT00000005600
ENSVPAT00000002913
ENSVPAT00000010953
ENSVPAT00000010953
ENSVPAT00000010953
ENSVPAT00000010212
ENSVPAT00000009513
ENSVPAT00000009513
ENSVPAT00000008679
ENSVPAT00000011454
ENSVPAT00000011454
ENSVPAT00000003101
ENSVPAT00000003101
