Transcript stable ID
ENSVPAT00000011928
ENSVPAT00000006562
ENSVPAT00000006562
ENSVPAT00000006721
ENSVPAT00000000809
ENSVPAT00000010775
ENSVPAT00000003465
ENSVPAT00000003303
ENSVPAT00000005355
ENSVPAT00000002787
ENSVPAT00000006160
ENSVPAT00000006160
ENSVPAT00000002395
ENSVPAT00000009656
ENSVPAT00000002017
ENSVPAT00000006524
ENSVPAT00000007631
ENSVPAT00000000308
ENSVPAT00000005951
ENSVPAT00000004388
ENSVPAT00000002374
ENSVPAT00000009894
ENSVPAT00000006333
ENSVPAT00000004735
ENSVPAT00000009174
